leg_black,treat_out,responded,totalpop,medianhhincom,black_medianhh,white_medianhh,blackpercent,statessquireindex,nonblacknonwhite,urbanpercent,leg_senator,leg_democrat,south
0,0,0,12.5752,3.1681,0.9866,1.9039,0.29811853,0.071,0,0.3901167,1,1,1
0,0,1,4.2517,3.6292,1.1661,1.958,0.23541172,0.071,0,0.16671953,0,0,1
1,1,0,4.2279,2.3115,1.0086,1.7136,0.5873365,0.071,0,0.6749131,0,1,1
0,0,0,4.292,3.1246,1.1018,1.7961,0.2304986,0.071,0,0.43014202,0,0,1
0,0,0,4.456,3.646,1.017,1.6821,0.014699283,0.071,0,0.10252981,0,0,1
0,1,0,4.2255,3.561,1.5114,1.8306,0.12299136,0.071,0,0.6507414,0,1,1
0,0,1,12.5683,3.2942,1.0477,1.9615,0.31398836,0.071,0,0.8199499,1,0,1
0,0,0,4.2656,3.698,1.5671,2.1705,0.10071268,0.071,0,0.6580566,0,0,1
0,0,1,4.4308,2.8572,0.98,1.549,0.22883001,0.071,0,0.1050472,0,1,1
0,0,0,4.442,3.2629,1.0882,1.8732,0.29466456,0.071,0,0.508714,0,0,1
0,1,1,4.4319,3.0394,1.2171,1.5562,0.05135495,0.071,0,0,0,1,1
0,0,0,4.4359,3.2269,1.0151,1.624,0.12599473,0.071,0,0.16526182,0,1,1
0,0,0,4.2468,5.0145,1.3797,2.3212,0.1289206,0.071,0,0.8861828,0,0,1
0,1,0,4.0951,4.3405,1.6616,2.6128,0.20507436,0.071,0,0.9243065,0,0,1
0,1,0,4.4759,6.754,2.3477,3.6775,0.047990344,0.071,0,0.9737619,0,0,1
0,1,0,4.5005,5.133,1.9207,3.3151,0.06748139,0.071,0,1,0,0,1
0,1,1,4.4672,6.762,3.2001,4.3525,0.033824317,0.071,0,0.893885,0,0,1
0,1,0,4.4497,4.702,1.2496,2.1161,0.095669374,0.071,0,0.6345051,0,0,1
0,1,0,4.1834,3.9341,1.1619,1.8947,0.0973371,0.071,0,0.07480338,0,0,1
0,0,0,4.4517,4.5166,1.1434,2.0746,0.06559292,0.071,0,0.6538001,0,0,1
1,1,0,4.2534,3.0512,1.3355,3.2353,0.6490102,0.071,0,0.9765119,0,1,1
1,0,0,4.0627,2.9258,1.2197,1.8468,0.67046547,0.071,0,0.92433566,0,1,1
1,0,0,4.049,3.1491,1.4047,1.9055,0.6247963,0.071,0,0.9999405,0,1,1
1,1,0,4.0572,2.3721,1.1776,1.6224,0.62437147,0.071,0,0.97531855,0,1,1
0,0,1,4.0583,3.1691,0.9642,2.0425,0.30199838,0.071,0,0.37803108,0,1,1
0,1,0,4.4439,4.0458,1.5341,1.9092,0.17828934,0.071,0,0.47135165,0,0,1
0,1,0,4.4421,3.5413,1.605,2.4947,0.21032844,0.071,0,0.8879429,0,0,1
0,1,0,4.0864,3.1733,0.8463,1.7398,0.24591328,0.071,0,0.26266494,0,0,1
0,1,1,4.0719,3.0546,1.0609,1.7318,0.25838062,0.071,0,0.40136287,0,0,1
1,1,0,4.0714,2.2458,0.8648,2.1688,0.6272044,0.071,0,0.5907349,0,1,1
1,1,0,4.0771,2.2538,0.8818,1.9871,0.61457896,0.071,0,0.1769117,0,1,1
1,0,0,4.0635,2.372,0.8914,2.0577,0.6467331,0.071,0,0.026816703,0,1,1
1,0,0,4.2666,2.1912,1.4255,1.6853,0.62072843,0.071,0,0.9745381,0,1,1
1,0,1,4.0493,2.2145,0.8607,2.376,0.6341343,0.071,0,0.15434921,0,1,1
1,0,0,4.2343,2.3318,0.8265,1.8005,0.599249,0.071,0,0.09298789,0,1,1
0,1,0,4.1517,5.0973,1.8586,3.455,0.267818,0.071,0,0.96393156,0,0,1
0,1,0,4.1084,3.876,1.3068,2.2088,0.16169311,0.071,0,0.9997858,0,0,1
0,0,0,4.4147,5.3226,1.3061,2.5793,0.20268649,0.071,0,0.6271091,0,0,1
1,0,0,4.1451,3.2273,1.2755,2.4052,0.723722,0.071,0,0.681445,0,1,1
1,1,0,4.1303,2.399,0.9026,2.3638,0.6876256,0.071,0,0.96192056,0,1,1
1,1,0,4.0879,2.3562,1.0123,1.7924,0.7161133,0.071,0,0.76805395,0,1,1
0,0,0,4.466,3.2217,1.3727,2.007,0.112583965,0.071,0,0.7811141,0,0,1
0,0,0,4.4403,3.6697,1.2558,1.8193,0.18354616,0.071,0,0.827832,0,1,1
1,0,0,4.4441,1.7376,1.2094,1.5101,0.6174253,0.071,0,0.5764819,0,1,1
1,0,0,4.0642,2.4406,1.03,1.7593,0.6038335,0.071,0,0.59250224,0,1,1
0,1,0,4.1805,2.4457,0.821,1.7701,0.51534504,0.071,0,0.29323047,0,1,1
1,1,0,4.2124,2.5866,1.0567,1.814,0.47153646,0.071,0,0.5389884,0,1,1
0,0,0,4.2629,3.4783,1.0626,1.8478,0.14124188,0.071,0,0.41854835,0,0,1
0,1,0,4.0736,3.2506,1.0015,2.0746,0.09021504,0.071,0,0.3588213,0,0,1
0,1,0,4.4774,4.3978,1.11,2.047,0.15173985,0.071,0,0.6802847,0,0,1
0,0,0,4.3406,2.6691,0.947,1.7715,0.3275584,0.071,0,0.4111917,0,1,1
0,0,1,4.084,2.5414,1.02,1.7918,0.34321743,0.071,0,0.12638117,0,1,1
0,0,0,4.4379,3.3664,1.1802,2.0377,0.18348768,0.071,0,0.44497657,0,1,1
0,0,1,4.0703,2.6462,1.0888,1.6139,0.12883571,0.071,0,0.26214224,0,1,1
0,0,0,4.3453,3.6348,1.1172,2.0323,0.16818172,0.071,0,0.48514545,0,0,1
0,1,0,4.3598,4.1259,1.0835,2.1936,0.077205375,0.071,0,0.51405686,0,0,1
0,1,0,4.3563,4.4314,1.3196,2.3708,0.10513509,0.071,0,0.91323,0,0,1
1,0,0,4.2918,2.5325,1.0241,1.8166,0.63497835,0.071,0,0.863424,0,1,1
0,0,0,4.3839,3.6644,1.285,1.5759,0.11439586,0.071,0,0.17722984,0,0,1
0,0,0,4.4385,4.3785,1.6147,2.2467,0.104494765,0.071,0,0.8846787,0,0,1
0,0,0,4.1566,3.5543,1.1835,1.6111,0.09016985,0.071,0,0.42081767,0,0,1
0,0,1,8.0285,2.8717,0.8504,1.633,0.001519586,0.106,0,0.31320372,1,0,0
0,0,0,2.585,3.1149,1.0462,1.6656,0.1392263,0.106,0,0.17600916,0,1,0
0,1,0,2.7547,2.8476,1.0862,1.6245,0.29280865,0.106,0,0.3599091,0,1,0
0,0,0,7.9526,3.2241,1.3487,1.516,0.008927898,0.106,0,0.33829516,1,0,0
0,1,0,2.573,3.0154,0.9505,1.8842,0.24586086,0.106,0,0.22254807,0,1,0
1,1,0,2.6778,2.2579,0.9871,1.851,0.58118606,0.106,0,0.46673027,0,1,0
1,0,0,7.5753,2.4435,0.9884,1.6657,0.63920903,0.106,0,0.68168753,1,1,0
0,1,0,2.8292,2.8979,0.9282,2.1748,0.3792592,0.106,0,0.7773346,0,1,0
0,0,1,7.8184,3.2773,1.0655,1.8846,0.043244142,0.106,0,0.80981743,1,1,0
0,0,0,2.8003,2.5893,0.8816,1.7711,0.32607225,0.106,0,0.33714545,0,1,0
0,0,1,7.8233,4.0759,1.7785,2.073,0.004103128,0.106,0,0.60318047,1,0,0
0,0,1,2.7194,3.1787,1.0862,1.7971,0.23475765,0.106,0,0.44154748,0,1,0
0,1,0,2.7994,3.0943,1.0896,1.7396,0.21886833,0.106,0,0.3282862,0,1,0
1,0,0,2.6067,2.6094,0.9417,1.5703,0.5692638,0.106,0,0.44130296,0,1,0
0,0,1,7.7928,2.8539,0.7544,1.55,0.00293861,0.106,0,0.43593094,1,1,0
0,1,0,2.7552,2.3033,0.8417,1.8024,0.44359756,0.106,0,0.45925626,0,1,0
0,0,1,8.0215,3.0788,0.8717,1.6266,0.053044938,0.106,0,0.26445943,1,1,0
0,0,1,2.6682,2.2231,0.8512,1.772,0.584364,0.106,0,0.5347638,0,1,0
0,1,0,8.141,3.1977,1.2648,2.1863,0.090455726,0.106,0,0.99289733,1,0,0
0,1,0,2.8212,3.0042,0.9007,1.8218,0.21306536,0.106,0,0.44827852,0,1,0
0,1,0,7.871,3.2333,0.8798,1.8286,0.08278491,0.106,0,0.6977739,1,1,0
0,0,1,2.6622,3.5717,1.0478,1.7361,0.13150777,0.106,0,0.28704816,0,1,0
0,0,0,7.8434,2.7153,0.7822,1.5783,0.24256061,0.106,0,0.56263304,1,1,0
1,1,1,2.5897,2.9694,1.217,2.8915,0.6768352,0.106,0,0.9432007,0,1,0
1,1,0,7.6046,2.3318,0.8432,1.7746,0.61122215,0.106,0,0.683476,1,1,0
1,0,1,2.567,2.5845,0.9428,1.751,0.61110246,0.106,0,0.9390448,0,1,0
0,0,0,7.7487,2.8945,0.9279,1.8191,0.29994708,0.106,0,0.42566395,1,1,0
0,1,0,2.6204,4.0193,1.2608,1.9078,0.11799726,0.106,0,0.21346281,0,1,0
0,1,0,7.449,3.0926,1.1313,1.9557,0.09467042,0.106,0,0.74036056,1,1,0
0,0,1,2.7937,2.8638,1.0558,1.6172,0.25557503,0.106,0,0.4534835,0,1,0
0,0,1,7.4747,2.727,1.0708,1.6046,0.14178495,0.106,0,0.3392222,1,1,0
0,0,1,2.6544,2.5677,0.6714,1.4624,0.002298071,0.106,0,0.2097557,0,1,0
0,1,1,8.093,4.5864,1.5269,2.2698,0.040454715,0.106,0,0.5962947,1,1,0
0,0,0,2.5707,2.9365,1.1006,1.5412,0.021900648,0.106,0,0,0,1,0
0,1,0,7.3455,3.8283,1.315,1.8718,0.111306235,0.106,0,0.25698435,1,1,0
0,0,0,2.6268,3.1625,1.1586,2.1571,0.06924775,0.106,0,0.9313299,0,1,0
0,1,0,7.6257,2.7544,0.9471,1.8225,0.33353004,0.106,0,0.517165,1,1,0
0,0,1,2.8096,2.5488,1.142,1.9412,0.16753274,0.106,0,0.8831512,0,1,0
0,0,0,7.4138,2.9779,0.9564,1.9203,0.32836065,0.106,0,0.47255242,1,1,0
0,0,1,2.6961,3.1456,1.0667,1.6976,0.117911056,0.106,0,0.42595404,0,1,0
0,0,1,7.4165,2.7652,1.0016,1.7339,0.32443875,0.106,0,0.35510716,1,1,0
0,1,1,2.6087,4.1316,1.5106,1.7799,0.056311574,0.106,0,0.19376759,0,1,0
0,0,1,2.6971,4.0883,1.0161,1.9618,0.04171147,0.106,0,0.80782354,0,1,0
0,0,1,2.7448,4.3584,0.9345,1.9051,0.017706208,0.106,0,0.59736717,0,0,0
0,1,1,2.7398,3.6452,0.9948,1.8458,0.021424921,0.106,0,0.30772156,0,0,0
0,0,0,7.9889,3.8631,1.1831,1.9025,0.087421305,0.106,0,0.5670599,1,0,0
0,1,1,2.8059,5.0021,1.6573,2.8543,0.08724473,0.106,0,0.36226842,0,0,0
0,0,0,8.1296,4.6186,1.4554,2.4332,0.11502411,0.106,0,0.9104614,1,1,0
1,1,1,7.3907,3.1643,1.2261,2.2948,0.57865965,0.106,0,0.96412486,1,1,0
0,1,0,7.935,3.7649,1.0352,1.9074,0.006931317,0.106,0,0.63941616,1,0,0
0,1,0,2.617,4.9361,1.8154,3.913,0.0888804,0.106,0,0.923379,0,1,0
0,0,0,2.7289,4.7708,1.5392,2.74,0.107369274,0.106,0,1,0,1,0
0,0,0,2.6575,4.3071,1.3866,2.3793,0.15443085,0.106,0,0.87738657,0,0,0
0,1,1,2.7272,4.1155,1.5541,1.9205,0.051298033,0.106,0,0.26231715,0,0,0
0,1,0,2.8181,4.5265,1.4874,2.2098,0.10737731,0.106,0,0.9297242,0,1,0
0,0,1,2.8679,3.4142,1.1806,1.825,0.25485548,0.106,0,0.9597571,0,1,0
0,0,1,2.5867,3.0451,1.1259,1.6452,0.18053891,0.106,0,0.83041537,0,1,0
0,0,0,2.7596,4.441,1.1935,2.1493,0.070481226,0.106,0,0.7836589,0,1,0
0,1,0,2.7109,3.7228,1.32,1.7123,0.022022206,0.106,0,0,0,1,0
0,0,1,2.8144,4.5614,0.8894,1.892,0.004157192,0.106,0,0.5976607,0,0,0
0,1,0,2.8225,3.3429,1.1461,1.608,0.023985827,0.106,0,0.32542342,0,0,0
0,0,1,2.8011,3.2041,1.2307,1.6976,0.06708079,0.106,0,0.75497663,0,1,0
0,1,1,2.7057,2.6194,0.9538,1.6931,0.35513914,0.106,0,0.27054515,0,1,0
1,1,0,2.6933,2.0264,0.7885,1.6224,0.6226191,0.106,0,0.5884237,0,1,0
0,1,0,2.5562,3.8213,1.0822,1.9871,0.23315859,0.106,0,0.91229254,0,1,0
1,0,0,2.5678,2.258,0.8687,1.8558,0.70106715,0.106,0,0.66173714,0,1,0
1,1,1,2.5953,2.0767,0.7638,1.5962,0.5796632,0.106,0,0.7452444,0,1,0
0,1,0,2.5814,2.6558,0.6975,1.3728,0.07189897,0.106,0,0.3673876,0,1,0
0,1,0,2.7275,2.7686,0.8501,1.7528,0.2389001,0.106,0,0.28677872,0,1,0
0,1,0,2.7046,3.168,0.4928,1.7292,0.001700806,0.106,0,0.18687072,0,1,0
0,0,0,2.8001,3.1379,1.3831,1.6754,0.094175205,0.106,0,0.204026,0,1,0
0,0,0,2.8432,2.9704,1.6678,1.659,0.013716939,0.106,0,0.13479388,0,1,0
0,0,1,2.5973,3.1626,0.4784,1.5831,0.003349632,0.106,0,0.12985238,0,0,0
0,0,1,2.8348,4.5417,1.1522,2.7128,0.057534922,0.106,0,0.9701059,0,0,0
0,1,0,2.6573,3.2053,1.1445,2.1187,0.038911678,0.106,0,1,0,0,0
0,1,0,2.8529,2.455,1.3232,1.4803,0.1672684,0.106,0,0.992254,0,1,0
0,0,0,2.7901,3.3264,1.8558,1.5369,0.015447475,0.106,0,0.7362924,0,0,0
0,0,1,2.7149,3.6773,1.8407,1.6688,0.005046226,0.106,0,0.3849046,0,1,0
0,1,0,2.7934,3.0917,1.0821,1.6809,0.048757788,0.106,0,0.841387,0,0,0
0,1,0,2.8444,2.8923,0.8112,1.5998,0.012480664,0.106,0,0.18336888,0,1,0
0,1,0,2.8376,3.0364,1.9742,1.5969,0.004863265,0.106,0,0,0,0,0
0,1,0,2.6521,3.2468,1.0388,1.6858,0.026582709,0.106,0,0.41313016,0,1,0
0,0,1,2.7835,2.6078,0.7496,1.5254,0.14891323,0.106,0,0.6236737,0,1,0
0,0,1,2.7633,3.9337,1.2835,2.2824,0.055006694,0.106,0,0.95912826,0,1,0
0,0,0,2.7588,3.3104,0.8755,1.6073,0.031607945,0.106,0,0.391024,0,1,0
0,0,1,2.6667,3.3237,0.9871,1.7767,0.07968651,0.106,0,0.57599574,0,1,0
0,0,0,2.6743,3.1257,0.5914,1.77,0.0026549,0.106,0,0.7580379,0,1,0
0,1,0,2.6124,2.6571,1.0113,1.461,0.001607717,0.106,0,0.27432817,0,1,0
0,1,0,2.8277,2.6591,0.439,1.4736,0.007992361,0.106,0,0.32033935,0,1,0
0,0,1,2.8232,2.8964,1.6993,1.7283,0.001452253,0.106,0,0.4589071,0,0,0
0,1,0,2.647,3.2396,0.5208,1.5306,0.005402342,0.106,0,0.27223215,0,0,0
0,0,0,2.5976,2.8175,0.7208,1.472,0.013281491,0.106,0,0.2641343,0,1,0
0,0,0,2.7636,3.0236,0.1793,1.675,0.001555942,0.106,0,0.4939564,0,0,0
0,1,0,2.7526,3.218,0.6294,1.4889,0.003160648,0.106,0,0.093586445,0,0,0
0,0,1,2.6574,3.494,1.068,1.9018,0.038458645,0.106,0,0.75394267,0,1,0
0,1,0,2.8034,4.5418,1.9399,2.33,0.011486053,0.106,0,0.47482726,0,1,0
0,1,0,2.8124,2.576,0.9962,1.4288,0.001635614,0.106,0,0,0,0,0
0,1,0,2.7805,2.8038,0.9294,1.6872,0.001582449,0.106,0,0.22454432,0,0,0
0,1,0,2.8118,2.3415,1.0043,1.5744,0.06718116,0.106,0,0.9995939,0,1,0
0,1,1,2.7655,3.774,1.2657,1.9775,0.005930212,0.106,0,0.95341194,0,0,0
0,1,0,2.8599,3.7449,0.8367,1.9455,0.010105248,0.106,0,0.9412327,0,0,0
0,0,0,2.7456,4.0988,1.3175,2.0395,0.002840909,0.106,0,0.28456232,0,0,0
0,0,1,2.6163,3.7772,1.9139,2.1261,0.005274624,0.106,0,0.97646,0,0,0
0,1,0,2.6139,3.727,0.9371,1.7489,0.011209304,0.106,0,0.59690315,0,0,0
0,0,1,2.6938,4.2877,2.975,2.2421,0.00293266,0.106,0,0.5265095,0,0,0
0,0,1,2.5844,4.1685,2.161,2.3022,0.009131713,0.106,0,0.78390086,0,0,0
0,0,0,2.638,3.5963,2.1469,1.642,0.002009098,0.106,0,0.11832543,0,0,0
0,1,1,17.7805,3.6626,1.1028,2.1602,0.00604595,0.232,0,0.58135337,0,0,0
0,1,0,17.7805,3.6626,1.1028,2.1602,0.00604595,0.232,0,0.58135337,0,0,0
0,0,1,17.7805,3.6626,1.1028,2.1602,0.00604595,0.232,0,0.58135337,1,0,0
0,0,1,17.4524,3.1485,1.1389,1.7953,0.006446105,0.232,0,0.6810783,0,0,0
0,1,1,17.4524,3.1485,1.1389,1.7953,0.006446105,0.232,0,0.6810783,0,0,0
0,0,1,17.4524,3.1485,1.1389,1.7953,0.006446105,0.232,0,0.6810783,1,0,0
0,0,1,17.3636,4.9123,2.352,2.7051,0.01721993,0.232,0,0.78052527,0,0,0
0,1,0,17.3636,4.9123,2.352,2.7051,0.01721993,0.232,0,0.78052527,0,0,0
0,1,0,17.3636,4.9123,2.352,2.7051,0.01721993,0.232,0,0.78052527,1,0,0
0,0,0,17.5488,3.1862,1.0216,1.7504,0.011260029,0.232,0,0.4659708,0,0,0
0,0,1,17.5488,3.1862,1.0216,1.7504,0.011260029,0.232,0,0.4659708,0,1,0
0,0,1,17.5488,3.1862,1.0216,1.7504,0.011260029,0.232,0,0.4659708,1,0,0
0,1,0,17.4914,5.017,2.5673,2.5159,0.023371484,0.232,0,0.918598,0,0,0
0,0,0,17.4244,6.0066,2.1371,3.2024,0.014055003,0.232,0,0.9317066,0,0,0
0,0,1,17.4244,6.0066,2.1371,3.2024,0.014055003,0.232,0,0.9317066,0,0,0
0,0,1,17.3069,6.0784,3.6315,4.2258,0.01209922,0.232,0,0.9234271,0,0,0
0,1,1,17.3069,6.0784,3.6315,4.2258,0.01209922,0.232,0,0.9234271,0,0,0
0,1,1,17.3069,6.0784,3.6315,4.2258,0.01209922,0.232,0,0.9234271,1,0,0
0,1,1,17.4451,4.2974,2.4039,2.3781,0.025881194,0.232,0,0.99968964,0,0,0
0,1,0,17.4451,4.2974,2.4039,2.3781,0.025881194,0.232,0,0.99968964,0,0,0
0,1,0,17.4451,4.2974,2.4039,2.3781,0.025881194,0.232,0,0.99968964,1,0,0
0,0,0,17.5866,4.1503,1.829,2.1366,0.0356294,0.232,0,1,0,0,0
0,0,0,17.5866,4.1503,1.829,2.1366,0.0356294,0.232,0,1,1,0,0
0,0,0,17.4394,5.1948,1.9422,4.1946,0.023848297,0.232,0,1,0,1,0
0,1,0,17.4394,5.1948,1.9422,4.1946,0.023848297,0.232,0,1,0,0,0
0,1,1,17.4394,5.1948,1.9422,4.1946,0.023848297,0.232,0,1,1,0,0
0,1,0,17.7403,4.5372,1.4932,2.1932,0.059660774,0.232,0,0.920402,0,0,0
0,0,1,17.7403,4.5372,1.4932,2.1932,0.059660774,0.232,1,0.920402,0,0,0
0,1,1,17.7403,4.5372,1.4932,2.1932,0.059660774,0.232,0,0.920402,1,0,0
0,1,0,17.6032,3.5003,1.2704,1.6604,0.065914154,0.232,1,0.9984234,0,1,0
